normalised_synonym	normalised_id
disease of scrotum	MONDO:0045003
scrotum disease	MONDO:0045003
disorder of scrotum	MONDO:0045003
scrotum disease or disorder	MONDO:0045003
disease or disorder of scrotum	MONDO:0045003
cholesterol metabolic process disease	MONDO:0045008
disorder of cholesterol metabolism	MONDO:0045008
cholesterol metabolism disease	MONDO:0045008
disorder of cholesterol metabolic process	MONDO:0045008
disorder of glycoprotein metabolic process	MONDO:0045010
disorder of glycoprotein metabolism	MONDO:0045010
glycoprotein metabolism disease	MONDO:0045010
glycoprotein metabolic process disease	MONDO:0045010
disorder of keratinization	MONDO:0045011
keratinization disease	MONDO:0045011
disorder of steroid metabolism	MONDO:0045012
steroid metabolic process disease	MONDO:0045012
disorder of steroid metabolic process	MONDO:0045012
steroid metabolism disease	MONDO:0045012
tetrahydrobiopterin metabolism disease	MONDO:0045014
disorder of tetrahydrobiopterin metabolism	MONDO:0045014
disorder of tetrahydrobiopterin metabolic process	MONDO:0045014
disorder of carbohydrate transport	MONDO:0045015
carbohydrate transport disease	MONDO:0045015
cholesterol catabolism disease	MONDO:0045016
disorder of cholesterol catabolic process	MONDO:0045016
disorder of cholesterol catabolism	MONDO:0045016
cholesterol synthesis disease	MONDO:0045017
disorder of cholesterol synthesis	MONDO:0045017
disorder of cholesterol biosynthetic process	MONDO:0045017
creatine synthesis disease	MONDO:0045018
disorder of creatine synthesis	MONDO:0045018
disorder of creatine biosynthetic process	MONDO:0045018
glycine metabolism disease	MONDO:0045020
disorder of glycine metabolism	MONDO:0045020
glycine metabolic process disease	MONDO:0045020
disorder of glycine metabolic process	MONDO:0045020
disorder of organic acid metabolic process	MONDO:0045022
disorder of organic acid metabolism	MONDO:0045022
organic acid metabolism disorder	MONDO:0045022
organic acid metabolic process disease	MONDO:0045022
acquired adrenogenital syndrome	MONDO:0045023
congenital secretory diarrhea	MONDO:0045032
disease of broad ligament of uterus	MONDO:0045043
disorder of broad ligament of uterus	MONDO:0045043
broad ligament of uterus disease or disorder	MONDO:0045043
broad ligament of uterus disease	MONDO:0045043
disorder of broad ligament	MONDO:0045043
disease or disorder of broad ligament of uterus	MONDO:0045043
ligament disease or disorder	MONDO:0045044
disorder of ligament	MONDO:0045044
disease or disorder of ligament	MONDO:0045044
disease of ligament	MONDO:0045044
inborn thyroid hormone metabolic process disorder	MONDO:0045046
rare inborn error of thyroid hormone metabolic process	MONDO:0045046
inherited disorder of thyroid metabolism	MONDO:0045046
inborn error of thyroid hormone metabolic process	MONDO:0045046
nervous system sarcoidosis	MONDO:0045047
neurosarcoidosis	MONDO:0045047
sarcoidosis of nervous system	MONDO:0045047
toxemia of pregnancy	MONDO:0045048
cataract (disease) of lens nucleus	MONDO:0045050
lens nucleus cataract (disease)	MONDO:0045050
cataract (disease) of lens cortex	MONDO:0045051
lens cortex cataract (disease)	MONDO:0045051
problem/condition, cancer-related	MONDO:0045054
cancer related problem/condition	MONDO:0045054
problem/condition, cancer related	MONDO:0045054
oncologic complications	MONDO:0045054
cancer-related problem or condition	MONDO:0045054
cancer-related condition	MONDO:0045054
grade ii meningioma	MONDO:0045056
who grade ii meningioma	MONDO:0045056
grade 2 meningioma	MONDO:0045056
corticotropin secreting pituitary gland neoplasm	MONDO:0045058
adrenocorticotropin secreting tumour of pituitary	MONDO:0045058
acth-secreting tumour of pituitary	MONDO:0045058
adrenocorticotropin secreting tumor of pituitary	MONDO:0045058
adrenocorticotropin secreting neoplasm of the pituitary	MONDO:0045058
pituitary corticotropin secreting tumour	MONDO:0045058
acth-secreting tumour of the pituitary	MONDO:0045058
acth-producing pituitary tumour	MONDO:0045058
adrenocorticotropin secreting tumour of the pituitary	MONDO:0045058
pituitary corticotropin secreting neoplasm	MONDO:0045058
adrenocorticotropin secreting pituitary gland tumor	MONDO:0045058
acth-producing pituitary neoplasm	MONDO:0045058
acth-producing pituitary gland neoplasm	MONDO:0045058
adrenocorticotropin secreting neoplasm of pituitary	MONDO:0045058
acth-secreting tumor of the pituitary	MONDO:0045058
adrenocorticotropin producing pituitary gland tumour	MONDO:0045058
acth-secreting tumor of pituitary	MONDO:0045058
adrenocorticotropin secreting tumor of the pituitary	MONDO:0045058
acth producing pituitary gland neoplasm	MONDO:0045058
acth-producing pituitary tumor	MONDO:0045058
adrenocorticotropin producing pituitary gland tumor	MONDO:0045058
pituitary corticotropin secreting tumor	MONDO:0045058
adrenocorticotropin secreting pituitary gland tumour	MONDO:0045058
ductal carcinoma, cribriform type	MONDO:0045059
dcis of breast with cribriform pattern	MONDO:0045060
non-invasive cribriform ductal breast carcinoma	MONDO:0045060
cribriform ductal carcinoma in situ of the breast	MONDO:0045060
cribriform dcis of breast	MONDO:0045060
cribriform ductal breast carcinoma in situ	MONDO:0045060
ductal carcinoma in situ of the breast with cribriform pattern	MONDO:0045060
cribriform ductal carcinoma in situ of breast	MONDO:0045060
ductal carcinoma in situ of breast with cribriform pattern	MONDO:0045060
intraductal cribriform breast adenocarcinoma	MONDO:0045060
cribriform dcis of the breast	MONDO:0045060
non-infiltrating cribriform ductal breast carcinoma	MONDO:0045060
dcis of the breast with cribriform pattern	MONDO:0045060
adenoid cystic carcinoma of major salivary gland	MONDO:0045063
adenoid cystic carcinoma of the major salivary gland	MONDO:0045063
major salivary gland adenoid cystic cancer	MONDO:0045063
major salivary gland adenoid cystic carcinoma	MONDO:0045063
adenoid cystic carcinoma of minor salivary gland	MONDO:0045068
adenoid cystic carcinoma of the minor salivary gland	MONDO:0045068
minor salivary gland adenoid cystic carcinoma	MONDO:0045068
minor salivary gland cancer	MONDO:0045069
carcinoma of the minor salivary gland	MONDO:0045069
carcinoma of minor salivary gland	MONDO:0045069
minor salivary gland carcinoma	MONDO:0045069
digestive system melanoma (disease)	MONDO:0045070
gastrointestinal melanoma	MONDO:0045070
melanoma (disease) of digestive system	MONDO:0045070
digestive system melanoma	MONDO:0045070
ectopic hormone secretion syndrome associated with neoplasia	MONDO:0045072
neoplasm associated ectopic hormone secretion syndrome	MONDO:0045072
myopia 26, x-linked, female-limited	MONDO:0049221
cog2-related congenital disorder of glycosylation	MONDO:0054559
cog2-cdg	MONDO:0054559
stankiewicz-isidor syndrome	MONDO:0054591
spermatogenic failure 18	MONDO:0054615
wdr26-related disorder	MONDO:0054636
skraban-deardorff syndrome	MONDO:0054636
immunodeficiency, common variable, 14	MONDO:0054691
centronuclear myopathy 6 with fiber-type disproportion	MONDO:0054695
myopathy, centronuclear, 6, with fiber-type disproportion	MONDO:0054695
immunodeficiency 53	MONDO:0054696
proteasome-associated autoinflammatory syndrome 3	MONDO:0054699
proteasome-associated autoinflammatory syndrome 3 and digenic forms	MONDO:0054699
proteasome-associated autoinflammatory syndrome 2	MONDO:0054700
kleefstra syndrome 2	MONDO:0054701
spermatogenic failure 19	MONDO:0054723
spermatogenic failure 20	MONDO:0054724
spermatogenic failure 22	MONDO:0054726
spermatogenic failure 23	MONDO:0054727
spermatogenic failure 24	MONDO:0054728
spermatogenic failure 25	MONDO:0054729
spermatogenic failure 26	MONDO:0054730
spermatogenic failure 27	MONDO:0054731
spermatogenic failure 28	MONDO:0054732
spermatogenic failure 29	MONDO:0054733
cdh1 blepharo-cheilo-odontic syndrome	MONDO:0054740
blepharo-cheilo-odontic syndrome caused by mutation in cdh1	MONDO:0054740
blepharocheilodontic syndrome 1	MONDO:0054740
syndromic sensorineural hearing loss due to coxpd	MONDO:0054741
syndromic sensorineural deafness due to combined oxidative phosphorylation defect	MONDO:0054741
combined oxidative phosphorylation deficiency 34	MONDO:0054741
syndromic sensorineural deafness due to coxpd	MONDO:0054741
combined oxidative phosphorylation deficiency 35	MONDO:0054742
polycystic liver disease 3 with or without kidney cysts	MONDO:0054743
fanconi anemia, complementation group s	MONDO:0054748
neurodegeneration with brain iron accumulation 8	MONDO:0054764
combined oxidative phosphorylation deficiency 36	MONDO:0054781
leukodystrophy, hypomyelinating, 15	MONDO:0054782
multiple mitochondrial dysfunctions syndrome 6	MONDO:0054785
pmpcb deficiency	MONDO:0054785
mmds6	MONDO:0054785
multiple mitochondrial dysfunctions syndrome type 6	MONDO:0054785
erythrocytosis 6	MONDO:0054801
edscll2	MONDO:0054813
ehlers-danlos syndrome, classic-like, 2	MONDO:0054813
leukodystrophy, hypomyelinating, 17	MONDO:0054817
parkinsonism-dystonia, infantile, 1	MONDO:0054835
classic dtds	MONDO:0054835
pkdys1	MONDO:0054835
intellectual disability, autosomal dominant 57	MONDO:0054837
tlk2-related syndrome	MONDO:0054837
tlk2-related neurodevelopmental disorder	MONDO:0054837
intellectual developmental disorder, autosomal dominant 57	MONDO:0054837
dnajb11 polycystic kidney disease	MONDO:0054842
polycystic kidney disease caused by mutation in dnajb11	MONDO:0054842
polycystic kidney disease 6 with or without polycystic liver disease	MONDO:0054842
developmental and epileptic encephalopathy 66	MONDO:0054845
dee66	MONDO:0054845
epileptic encephalopathy, early infantile, 66	MONDO:0054845
eiee66	MONDO:0054845
peeling skin syndrome 6	MONDO:0054852
encephalopathy due to mitochondrial and peroxisomal fission defect	MONDO:0054865
encephalopathy due to defective mitochondrial and peroxisomal fission	MONDO:0054865
nedmhm	MONDO:0056797
neurodevelopmental disorder with midbrain and hindbrain malformations	MONDO:0056797
layer of synovial tissue disease	MONDO:0056799
disorder of layer of synovial tissue	MONDO:0056799
layer of synovial tissue disease or disorder	MONDO:0056799
disease or disorder of layer of synovial tissue	MONDO:0056799
disease of layer of synovial tissue	MONDO:0056799
disorder of synovium	MONDO:0056799
disease or disorder of synovial bursa	MONDO:0056802
disease of synovial bursa	MONDO:0056802
synovial bursa disease or disorder	MONDO:0056802
disorder of bursa	MONDO:0056802
disorder of synovial bursa	MONDO:0056802
sulfur compound metabolic process disease	MONDO:0056803
disorder of sulfur metabolic process	MONDO:0056803
disorder of sulfur metabolism	MONDO:0056803
sulphur compound metabolic process disease	MONDO:0056803
disorder of sulphur metabolic process	MONDO:0056803
disorder of sulphur compound metabolic process	MONDO:0056803
disorder of sulfur compound metabolic process	MONDO:0056803
disorder of sulphur metabolism	MONDO:0056803
nerve benign granular cell tumour	MONDO:0056805
benign granular cell neoplasm of peripheral nerve	MONDO:0056805
benign granular cell neoplasm of the peripheral nerve	MONDO:0056805
benign granular cell tumour of the peripheral nerve	MONDO:0056805
benign granular cell tumor of peripheral nerve	MONDO:0056805
benign peripheral nerve granular cell neoplasm	MONDO:0056805
benign granular cell tumour of nerve	MONDO:0056805
benign granular cell tumor of the peripheral nerve	MONDO:0056805
benign granular cell tumor of nerve	MONDO:0056805
benign peripheral nerve granular cell tumor	MONDO:0056805
nerve benign granular cell tumor	MONDO:0056805
benign granular cell tumour of peripheral nerve	MONDO:0056805
squamous non-small cell lung carcinoma	MONDO:0056806
non-small cell squamous lung cancer	MONDO:0056806
non-small cell squamous lung carcinoma	MONDO:0056806
liver adenosquamous cancer	MONDO:0056815
liver adenosquamous carcinoma	MONDO:0056815
vulvar high grade neuroendocrine neoplasm	MONDO:0056816
vulvar neuroendocrine carcinoma	MONDO:0056816
neuroendocrine carcinoma of mammalian vulva	MONDO:0056816
vulvar neuroendocrine cancer	MONDO:0056816
mammalian vulva neuroendocrine carcinoma	MONDO:0056816
vulvar high grade neuroendocrine carcinoma	MONDO:0056816
rectal adenosquamous cancer	MONDO:0056817
rectal adenosquamous carcinoma	MONDO:0056817
skin adenosquamous carcinoma	MONDO:0056818
skin adenosquamous cancer	MONDO:0056818
nasal cavity and paranasal sinus carcinoma	MONDO:0056819
nasal cavity and paranasal sinus cancer	MONDO:0056819
paranasal sinus and nasal cavity cancer	MONDO:0056819
sinonasal carcinoma	MONDO:0056819
nasal cavity and paranasal sinus neoplasm	MONDO:0056820
neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	MONDO:0060490
neurodevelopmental disorder with involuntary movements	MONDO:0060491
neurodevelopmental disorder with hypotonia, neuropathy, and deafness	MONDO:0060496
neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies	MONDO:0060502
retinal dystrophy with macular staphyloma	MONDO:0060507
retinal dystrophy with or without macular staphyloma	MONDO:0060507
cohen-gibson syndrome	MONDO:0060510
maleylacetoacetate isomerase deficiency	MONDO:0060527
marfanoid habitus-facial dysmorphism-skeletal abnormality-heart defect syndrome	MONDO:0060532
congenital heart defects and skeletal malformations syndrome	MONDO:0060532
microcephaly, short stature, and limb abnormalities	MONDO:0060533
congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay	MONDO:0060549
cerebellar atrophy, developmental delay, and seizures	MONDO:0060551
vertebral, cardiac, renal, and limb defects syndrome 1	MONDO:0060554
vertebral, cardiac, renal, and limb defects syndrome 2	MONDO:0060555
joint laxity, short stature, and myopia	MONDO:0060556
neurodevelopmental disorder with microcephaly, ataxia, and seizures	MONDO:0060577
mitochondrial tryptophanyl-trna synthetase deficiency	MONDO:0060578
neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures	MONDO:0060578
platelet abnormalities with eosinophilia and immune-mediated inflammatory disease	MONDO:0060583
immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia	MONDO:0060583
facial palsy, congenital, with ptosis and velopharyngeal dysfunction	MONDO:0060589
facial palsy, congenitla, with ptosis and velopharyngeal dysfunction	MONDO:0060589
immunodeficiency, developmental delay, and hypohomocysteinemia	MONDO:0060591
alpha-actinin-3 deficiency	MONDO:0060593
sprinting performance	MONDO:0060593
actn3 deficiency	MONDO:0060593
neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	MONDO:0060596
combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	MONDO:0060611
neurodevelopmental disorder with severe motor impairment and absent language	MONDO:0060622
dhx30-related complex neurodevelopmental disorder	MONDO:0060622
neurodevelopmental delay-intellectual disability-ataxia-feeding difficulty syndrome	MONDO:0060622
glycosylphosphatidylinositol biosynthesis defect 15	MONDO:0060627
alkuraya-kucinskas syndrome	MONDO:0060631
neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy	MONDO:0060640
neurodevelopmental disorder with or without seizures and gait abnormalities	MONDO:0060641
neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features	MONDO:0060642
leber congenital amaurosis with early-onset deafness	MONDO:0060650
neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities	MONDO:0060664
hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome	MONDO:0060666
neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures	MONDO:0060704
ververi-brady syndrome	MONDO:0060707
jaberi-elahi syndrome	MONDO:0060711
congenital disorder of glycosylation with defective fucosylation	MONDO:0060720
glycosylphosphatidylinositol biosynthesis defect 17	MONDO:0060724
protoporphyria, erythropoietic, 2	MONDO:0060729
humerofemoral hypoplasia with radiotibial ray deficiency	MONDO:0060733
intellectual developmental disorder with or without epilepsy or cerebellar ataxia	MONDO:0060745
neurodevelopmental disorder with spasticity and poor growth	MONDO:0060752
spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits	MONDO:0060758
neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures	MONDO:0060759
irf2bpl-related regressive neurodevelopmental disorder-dystonia-seizures syndrome	MONDO:0060759
neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum	MONDO:0060761
bcl11b-related bafopathy	MONDO:0060763
intellectual developmental disorder with dysmorphic facies, speech delay, and t-cell abnormalities	MONDO:0060763
fibroepithelial polyp	MONDO:0060765
fibropapilloma, benign	MONDO:0060765
polyp of anus	MONDO:0060766
polyp of the anus	MONDO:0060766
anal polyp	MONDO:0060766
fibroepithelial polyp of gum	MONDO:0060768
fibroepithelial polyp of the gum	MONDO:0060768
fibroepithelial polyp of gingiva	MONDO:0060768
gum fibroepithelial polyp	MONDO:0060768
gingival fibroepithelial polyp	MONDO:0060768
fibroepithelial polyp of the gingiva	MONDO:0060768
vaginal fibroepithelial polyp	MONDO:0060774
fibroepithelial polyp of vagina	MONDO:0060774
vaginal fibroepithelial stromal polyp	MONDO:0060774
fibroepithelial polyp of the vagina	MONDO:0060774
cervical fibroepithelial polyp	MONDO:0060777
uterine cervix fibroepithelial polyp	MONDO:0060777
adult fanconi syndrome	MONDO:0060778
adult fanconi's syndrome	MONDO:0060778
acquired fanconi syndrome	MONDO:0060779
premalignant hematologic condition	MONDO:0060782
x-linked syndromic intellectual disability caused by mutation in med12	MONDO:0100000
med12-related intellectual disability syndrome	MONDO:0100000
med12 x-linked syndromic intellectual disability	MONDO:0100000
retina autoimmune disease	MONDO:0100014
air	MONDO:0100014
autoimmune disease of retina	MONDO:0100014
early-onset, generalised dystonia with mild syndromic features	MONDO:0100016
early-onset, generalized dystonia with mild syndromic features	MONDO:0100016
dyt-kmt2b	MONDO:0100016
adult onset prp	MONDO:0100018
self-limited familial and non-familial infantile seizures	MONDO:0100024
selfie	MONDO:0100024
eimfs	MONDO:0100025
juvenile onset prp	MONDO:0100037
complex neurodevelopmental disorder	MONDO:0100038
cdkl5 inherited genetic disease	MONDO:0100039
cdkl5 disorder	MONDO:0100039
cdkl5 deficiency disorder	MONDO:0100039
inherited genetic disease caused by mutation in cdkl5	MONDO:0100039
inherited genetic disease caused by mutation in foxg1	MONDO:0100040
foxg1 disorder	MONDO:0100040
foxg1 inherited genetic disease	MONDO:0100040
anaphylactic shock	MONDO:0100053
systemic anaphylaxis	MONDO:0100053
branched-chain aminotransferase deficiency	MONDO:0100058
hypervalinemia or hyperleucine-isoleucinemia	MONDO:0100058
hvli	MONDO:0100058
hypervalinemia and hyperleucine-isoleucinemia	MONDO:0100058
prps1-related cmtx5/arts syndrome/xlnshl	MONDO:0100061
prps1 deficiency disorder	MONDO:0100061
infantile spasm	MONDO:0100062
epileptic encephalopathy, early infantile	MONDO:0100062
early infantile epileptic encephalopathy with burst-suppression	MONDO:0100062
infantile epileptic encephalopathy	MONDO:0100062
ohtahara syndrome	MONDO:0100062
early infantile epileptic encephalopathy	MONDO:0100062
dee	MONDO:0100062
eiee	MONDO:0100062
epileptic encephalopathy, infantile	MONDO:0100062
early infantile epileptic encephalopathy with suppression-bursts	MONDO:0100062
developmental and epileptic encephalopathy	MONDO:0100062
tyrosine hydroxylase deficiency	MONDO:0100064
th deficiency	MONDO:0100064
tyrosine hydroxylase deficiency	MONDO:0100064
tyrosine 3-monooxygenase deficiency	MONDO:0100064
slc10a7 deficiency	MONDO:0100068
slc10a7-cdg	MONDO:0100068
slc10a7-congenital disorder of glycosylation	MONDO:0100068
hiims	MONDO:0100069
hearing impairment and infertile male syndrome	MONDO:0100069
neuroendocrine system disease	MONDO:0100070
cardio-ectodermal syndrome	MONDO:0100080
familial platelet syndrome with predisposition to acute myelogenous leukaemia	MONDO:0100083
familial platelet disorder with associated myeloid malignancy	MONDO:0100083
fps/aml syndrome	MONDO:0100083
fpd/aml syndrome	MONDO:0100083
familial platelet syndrome with predisposition to acute myelogenous leukemia	MONDO:0100083
hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with runx1	MONDO:0100083
familial platelet disorder with associated myeloid malignancy	MONDO:0100083
alpha-actinopathy	MONDO:0100084
acta1 disease	MONDO:0100084
alpha actinopathy	MONDO:0100084
alzheimer disease, familial	MONDO:0100087
gard:0000632	MONDO:0100087
fad	MONDO:0100087
gata1-related x-linked cytopenia	MONDO:0100089
gata1-related cytopenia	MONDO:0100089
inherited gronblad strandberg syndrome	MONDO:0100091
inherited pxe	MONDO:0100091
condsias	MONDO:0100095
neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures	MONDO:0100095
coronavirus disease 2019	MONDO:0100096
2019 novel coronavirus infection	MONDO:0100096
severe acute respiratory syndrome coronavirus 2 infectious disease	MONDO:0100096
2019-ncov infection	MONDO:0100096
cov-2 infection	MONDO:0100096
sepn1-related myopathy	MONDO:0100100
selenon-related myopathy	MONDO:0100100
pena-shokeir syndrome, type 1	MONDO:0100101
pena-shokeir syndrome type 1	MONDO:0100101
fads1	MONDO:0100101
tpm3-related myopathy	MONDO:0100108
congenital myopathy related to tpm3	MONDO:0100108
tpm3 myopathy	MONDO:0100108
fsgsneds	MONDO:0100111
acyl-coa binding domain containing protein 5 deficiency	MONDO:0100112
acbd5 deficiency	MONDO:0100112
dry amd	MONDO:0100114
dry armd	MONDO:0100114
camel flu	MONDO:0100116
mers	MONDO:0100116
genodermatosis	MONDO:0100118
disease, genetic skin	MONDO:0100118
genetic skin disease	MONDO:0100118
genetic skin diseases	MONDO:0100118
diseases, genetic skin	MONDO:0100118
skin disease, genetic	MONDO:0100118
vector-borne infection	MONDO:0100120
vector-borne infectious disease	MONDO:0100120
congenital myopathy with severe fetal hypokinesia	MONDO:0100121
congenital myopathy with severe foetal hypokinesia	MONDO:0100121
myopathy with ptosis and mild dystrophic pattern	MONDO:0100121
scn4a-related myopathy, autosomal recessive	MONDO:0100121
"congenital myopathy with ""corona"" fibers, selective muscle atrophy, and craniosynostosis"	MONDO:0100121
gnptab-related disorder	MONDO:0100122
udp-n-acetylglucosamine-1-phosphotransferase subunit alpha/beta deficiency	MONDO:0100122
naa10 x-linked syndromic intellectual disability	MONDO:0100124
x-linked syndromic intellectual disability caused by mutation in naa10	MONDO:0100124
naa10-related syndrome	MONDO:0100124
p5cs deficiency	MONDO:0100126
delta1-pyrroline-5-carboxylate synthetase deficiency	MONDO:0100126
adult acute respiratory distress syndrome	MONDO:0100130
adult rds	MONDO:0100130
adult respiratory distress syndrome, ards	MONDO:0100130
adult respiratory distress syndrome	MONDO:0100130
respiratory distress syndrome, adult	MONDO:0100130
adult ards	MONDO:0100130
pards	MONDO:0100131
nadh coenzyme q reductase deficiency	MONDO:0100133
isolated mitochondrial respiratory chain complex i deficiency	MONDO:0100133
isolated complex i deficiency	MONDO:0100133
complex 1 mitochondrial respiratory chain deficiency	MONDO:0100133
isolated nadh-ubiquinone reductase deficiency	MONDO:0100133
isolated nadh-coq reductase deficiency	MONDO:0100133
isolated nadh-coenzyme q reductase deficiency	MONDO:0100133
dravet	MONDO:0100135
ds	MONDO:0100135
myoclonic epilepsy, severe, of infancy	MONDO:0100135
sme	MONDO:0100135
severe myoclonic epilepsy of infancy	MONDO:0100135
dravet syndrome	MONDO:0100135
smeb	MONDO:0100135
sts	MONDO:0100137
short telomere syndrome	MONDO:0100137
x-linked recessive mitochondrial myopathy, lactic acidosis, cognitive impairment and autistic features	MONDO:0100138
atp6ap2-related disorder	MONDO:0100146
satb2 associated disorder	MONDO:0100147
sas	MONDO:0100147
satb2-associated syndrome	MONDO:0100147
x-linked complex neurodevelopmental disorder	MONDO:0100148
ryr1-related myopathy	MONDO:0100150
ctns	MONDO:0100151
abderhalden lignac kaufmann disease	MONDO:0100151
abderhalden-kaufmann-lignac syndrome	MONDO:0100151
cystinosis, nephropathic	MONDO:0100151
cystinosis, atypical nephropathic	MONDO:0100151
abderhalden kaufmann lignac syndrome	MONDO:0100151
abderhalden-lignac-kaufmann disease	MONDO:0100151
dkc1-related disorder	MONDO:0100152
imerslund-grasbeck syndrome 2	MONDO:0100157
megaloblastic anemia, norwegian type	MONDO:0100157
nemo related id/eda-id	MONDO:0100162
permanent diabetes mellitus of infancy	MONDO:0100164
pndm	MONDO:0100164
pdmi	MONDO:0100164
monogenic diabetes of infancy	MONDO:0100164
diabetes mellitus, permanent neonatal 1	MONDO:0100165
pndm1	MONDO:0100165
autosomal dominant intellectual disability	MONDO:0100172
congenital myopathy related to ttn	MONDO:0100175
ttn myopathy	MONDO:0100175
ap-4 deficiency syndrome	MONDO:0100176
gtp-cyclohydrolase i deficiency	MONDO:0100184
gtp cyclohydrolase i deficiency	MONDO:0100184
hyperphenylalaninemia, bh4-deficient, type b	MONDO:0100186
hyperphenylalaninemia due to gtp cyclohydrolase deficiency	MONDO:0100186
gtpch deficiency	MONDO:0100186
apoa-i deficiency	MONDO:0100189
familial apoa-i deficiency	MONDO:0100189
familial hypoalphalipoproteinemia	MONDO:0100189
inherited renal disorder	MONDO:0100191
inherited kidney disease	MONDO:0100191
genetic renal disease	MONDO:0100191
nephrogenetic disorder	MONDO:0100191
hepatic failure	MONDO:0100192
end stage liver disease (decompensated liver disease)	MONDO:0100193
end-stage liver disease	MONDO:0100193
end stage liver disease	MONDO:0100193
esld	MONDO:0100193
pregnancy and lactation-associated osteoporosis	MONDO:0100194
congenital myopathy related to tpm2	MONDO:0100196
tpm2-related myopathy	MONDO:0100196
tpm2 myopathy	MONDO:0100196
autosomal dominant tpm2-related myopathy	MONDO:0100196
microcephaly with neurodevelopmental phenotypes	MONDO:0100200
short stature due to stat5b deficiency	MONDO:0100211
growth hormone insensitivity due to postreceptor defect	MONDO:0100211
laron-like syndrome	MONDO:0100211
laron syndrome with immunodeficiency	MONDO:0100211
laron syndrome due to postreceptor defect	MONDO:0100211
ichthyosis follicularis-alopecia-photophobia syndrome	MONDO:0100212
ifap syndrome	MONDO:0100212
ichthyosis follicularis-atrichia-photophobia syndrome	MONDO:0100212
ichthyosis follicularis, atrichia, and photophobia with or without brain anomalies, retardation, ectodermal dysplasia, skeletal malformations, hirschsprung disease, ear/eye anomalies, cleft palate/cryptorchidism, and kidney dysplasia/hypoplasia	MONDO:0100213
ifap syndrome with or without bresheck syndrome	MONDO:0100213
ifap syndrome with or without bresheck syndrome, x-linked recessive	MONDO:0100213
ifap/bresheck syndrome	MONDO:0100213
brain calcification, rajab type	MONDO:0100215
neurodevelopmental disorder with brain, liver, and lung abnormalities	MONDO:0100215
pleuro-pulmonary blastoma familial tumour susceptibility syndrome	MONDO:0100216
ppb familial tumor susceptibility syndrome	MONDO:0100216
pleuropulmonary blastoma familial tumour susceptibility syndrome	MONDO:0100216
pleuropulmonary blastoma familial tumor susceptibility syndrome	MONDO:0100216
ppbftds	MONDO:0100216
pleuro-pulmonary blastoma familial tumor susceptibility syndrome	MONDO:0100216
ppb familial tumour susceptibility syndrome	MONDO:0100216
dicer1 syndrome	MONDO:0100216
arthrogryposis multiplex congenita 5	MONDO:0100218
amc5	MONDO:0100218
growth hormone insensitivity syndrome with immune dysregulation 2, autosomal dominant	MONDO:0100219
growth hormone insensitivity with immune dysregulation 2, autosomal dominant	MONDO:0100219
ghisid2	MONDO:0100219
rildbc2	MONDO:0100220
rajab interstitial lung disease with brain calcifications 2	MONDO:0100220
ifap syndrome 2	MONDO:0100221
ifap2	MONDO:0100221
ichthyosis follicularis, atrichia, and photophobia syndrome 2	MONDO:0100221
ichthyosis , follicular, with atrichia and photophobia syndrome 2	MONDO:0100221
ha20	MONDO:0100222
collagen vi-related myopathy	MONDO:0100225
collagen 6-related myopathy	MONDO:0100225
collagen vi-related muscular dystrophy	MONDO:0100225
collagen vi-related muscle disorder	MONDO:0100225
collagen vi-related dystrophy	MONDO:0100225
alsin-related motor neuron disease	MONDO:0100227
lama2-related muscular dystrophy	MONDO:0100228
heimler syndrome	MONDO:0100229
deafness-enamel hypoplasia-nail defects syndrome	MONDO:0100229
long-haul covid-19	MONDO:0100233
sequelae of covid-19	MONDO:0100233
pasc	MONDO:0100233
post-acute sequelae of covid-19	MONDO:0100233
post-acute sequelae of sars-cov-2 infection	MONDO:0100233
long haul covid-19	MONDO:0100233
paroxysmal familial ventricular fibrillation (disorder)	MONDO:0100234
ivf	MONDO:0100234
idiopathic ventricular fibrillation	MONDO:0100234
paroxysmal familial ventricular fibrillation	MONDO:0100234
paroxysmal ventricular fibrillation	MONDO:0100234
ventricular fibrillation, paroxysmal familial	MONDO:0100234
idiopathic ventricular fibrillation, non brugada type	MONDO:0100234
hereditary cutis laxa	MONDO:0100237
hereditary fanconi renotubular syndrome	MONDO:0100238
hereditary hypertrophic pyloric stenosis	MONDO:0100239
hereditary hypercoagulable disorder	MONDO:0100240
